,일시,광진구,동대문구,성동구,중랑구,year,month,day,weekday,평균기온(℃),미세먼지농도(㎍/㎥),초미세먼지농도(㎍/㎥),강수량 mm
854,2020-05-04,11.466,5.876,9.51,5.284,2020,5,4,0,20.2,33.6,16.8,0
855,2020-05-05,11.26,5.546,9.314,5.286,2020,5,5,1,16.0,34.8,17.8,0
856,2020-05-06,9.89,6.274,8.46,5.05,2020,5,6,2,19.4,31.4,15.6,0
857,2020-05-07,9.848,6.014,8.248,5.572,2020,5,7,3,20.7,23.8,10.4,0
858,2020-05-08,6.114,4.554,6.004,3.728,2020,5,8,4,19.9,24.4,11.4,2.3
859,2020-05-09,1.04,0.66,0.71,0.588,2020,5,9,5,14.2,12.0,7.8,24.4
860,2020-05-10,8.058,4.198,6.622,4.156,2020,5,10,6,14.4,28.4,19.4,1.3
861,2020-05-11,8.22,5.27,7.166,4.548,2020,5,11,0,16.5,100.2,27.8,3.4
862,2020-05-12,8.118,5.47,7.324,4.846,2020,5,12,1,14.3,42.2,15.4,0.7
863,2020-05-13,9.202,5.88,8.248,5.452,2020,5,13,2,16.1,29.6,9.8,0
864,2020-05-14,8.858,6.478,8.164,5.752,2020,5,14,3,19.3,39.2,12.2,0
865,2020-05-15,1.588,1.044,1.086,0.846,2020,5,15,4,16.1,28.0,11.2,12
866,2020-05-16,7.188,4.538,6.054,4.25,2020,5,16,5,16.7,19.6,12.6,2.5
867,2020-05-17,10.754,5.972,9.568,5.614,2020,5,17,6,19.1,40.2,26.8,0
868,2020-05-18,3.838,2.816,3.612,2.18,2020,5,18,0,19.1,37.6,23.8,29.8
869,2020-05-19,5.558,4.012,4.936,3.07,2020,5,19,1,13.0,13.6,6.6,19
870,2020-05-20,8.398,6.51,8.296,5.274,2020,5,20,2,14.4,6.2,2.8,0
871,2020-05-21,8.906,6.682,8.884,5.8,2020,5,21,3,17.4,17.2,8.6,0
872,2020-05-22,8.832,6.448,8.428,5.362,2020,5,22,4,18.5,38.4,24.6,0
873,2020-05-23,12.18,6.764,9.37,5.952,2020,5,23,5,20.1,46.2,31.4,0
874,2020-05-24,9.69,5.562,8.116,4.6,2020,5,24,6,17.1,24.4,17.8,14.5
875,2020-05-25,10.29,6.402,9.002,5.298,2020,5,25,0,16.6,34.0,23.0,0
876,2020-05-26,7.082,5.06,6.12,3.888,2020,5,26,1,16.2,38.2,25.0,1.5
877,2020-05-27,10.642,7.032,9.32,5.456,2020,5,27,2,17.4,20.4,12.0,0
878,2020-05-28,10.59,6.998,8.974,5.53,2020,5,28,3,18.7,30.25,20.25,0
879,2020-05-29,10.916,7.312,9.294,6.02,2020,5,29,4,20.7,34.0,21.2,0
880,2020-05-30,11.88,6.894,10.316,6.078,2020,5,30,5,22.6,36.8,25.0,0
881,2020-05-31,11.23,6.274,9.04,5.366,2020,5,31,6,21.2,39.4,29.4,1
882,2020-06-01,10.832,6.674,9.158,5.632,2020,6,1,0,19.7,17.6,9.4,0.4
883,2020-06-02,7.798,5.862,7.05,4.778,2020,6,2,1,17.9,23.2,12.4,2
884,2020-06-03,10.556,7.328,8.958,5.978,2020,6,3,2,22.0,46.2,23.2,0
885,2020-06-04,10.164,7.192,8.58,6.084,2020,6,4,3,21.9,48.6,23.6,0.2
886,2020-06-05,11.056,7.682,9.36,6.168,2020,6,5,4,23.0,45.2,23.2,0
887,2020-06-06,11.886,7.078,9.388,6.262,2020,6,6,5,24.6,52.0,31.2,0
888,2020-06-07,11.026,7.156,9.482,5.808,2020,6,7,6,22.7,52.2,29.8,0
889,2020-06-08,10.232,7.644,8.876,5.706,2020,6,8,0,25.0,42.2,24.0,0
890,2020-06-09,10.31,7.41,8.864,5.854,2020,6,9,1,26.7,46.8,24.6,0
891,2020-06-10,5.766,4.368,5.002,3.266,2020,6,10,2,25.8,43.6,25.0,6.2
892,2020-06-11,9.83,7.154,8.872,5.414,2020,6,11,3,26.1,30.2,18.0,0
893,2020-06-12,11.202,8.07,9.57,6.12,2020,6,12,4,24.7,45.0,22.6,0
894,2020-06-13,9.54,6.434,7.484,5.136,2020,6,13,5,26.9,48.8,26.4,0
895,2020-06-14,9.65,6.286,8.002,5.156,2020,6,14,6,24.0,37.2,22.6,1.1
896,2020-06-15,9.974,7.78,9.07,5.83,2020,6,15,0,23.0,26.4,12.4,0
897,2020-06-16,9.928,7.654,8.722,5.794,2020,6,16,1,24.4,53.4,37.4,0
898,2020-06-17,10.588,7.506,8.76,5.848,2020,6,17,2,24.3,47.2,32.4,0
899,2020-06-18,11.174,7.672,8.976,6.278,2020,6,18,3,23.4,33.8,21.8,0
900,2020-06-19,11.092,7.93,9.084,6.034,2020,6,19,4,24.7,23.6,14.6,0.1
901,2020-06-20,10.758,6.942,8.342,6.14,2020,6,20,5,24.9,37.8,24.4,0
902,2020-06-21,10.154,6.632,8.312,5.492,2020,6,21,6,26.1,34.6,23.6,0
903,2020-06-22,9.648,7.204,7.88,5.382,2020,6,22,0,28.6,39.8,24.2,0
904,2020-06-23,10.312,7.604,8.522,5.958,2020,6,23,1,27.3,42.8,26.2,0
905,2020-06-24,2.07,1.364,1.492,1.084,2020,6,24,2,22.3,28.0,19.4,37.6
906,2020-06-25,5.06,2.976,4.084,1.786,2020,6,25,3,21.6,10.8,6.2,13.3
907,2020-06-26,9.178,6.414,7.704,5.052,2020,6,26,4,21.8,20.8,14.0,2.1
908,2020-06-27,10.948,7.24,9.334,6.284,2020,6,27,5,24.1,25.6,17.0,0
909,2020-06-28,11.762,6.704,8.558,5.632,2020,6,28,6,25.2,29.4,20.2,0
910,2020-06-29,7.042,5.296,5.936,4.066,2020,6,29,0,23.8,35.4,25.2,11.9
911,2020-06-30,3.952,2.812,3.05,2.004,2020,6,30,1,20.1,9.2,5.0,64.7
912,2020-07-01,10.132,7.746,8.648,6.072,2020,7,1,2,21.1,19.2,11.0,0
913,2020-07-02,10.74,7.74,8.688,6.252,2020,7,2,3,24.2,46.4,33.2,0
914,2020-07-03,10.232,7.18,8.6,6.108,2020,7,3,4,25.5,37.6,24.8,0.1
915,2020-07-04,10.608,6.468,8.74,5.628,2020,7,4,5,24.2,20.6,14.0,1.6
916,2020-07-05,11.508,7.026,9.326,6.034,2020,7,5,6,23.8,26.6,21.2,0
917,2020-07-06,10.302,7.786,9.068,6.372,2020,7,6,0,25.6,25.8,18.6,0
918,2020-07-07,8.708,7.19,7.532,5.356,2020,7,7,1,24.1,17.4,11.4,0
919,2020-07-08,10.484,7.906,8.558,6.322,2020,7,8,2,25.5,31.2,20.6,0
920,2020-07-09,9.5,8.022,8.328,6.148,2020,7,9,3,27.5,34.6,24.4,0
921,2020-07-10,9.364,6.654,7.49,5.472,2020,7,10,4,24.5,16.4,11.0,2.2
922,2020-07-11,11.314,7.334,8.666,6.614,2020,7,11,5,25.8,7.0,3.4,0
923,2020-07-12,5.756,4.17,4.69,3.666,2020,7,12,6,23.5,13.0,8.2,2.9
924,2020-07-13,0.526,0.39,0.416,0.276,2020,7,13,0,18.7,9.4,5.6,47.6
925,2020-07-14,7.702,6.208,7.474,4.868,2020,7,14,1,20.3,6.4,2.0,11.5
926,2020-07-15,9.75,7.616,8.836,6.432,2020,7,15,2,23.4,11.0,4.2,0
927,2020-07-16,9.516,7.336,8.544,6.302,2020,7,16,3,25.0,29.0,17.6,0
928,2020-07-17,9.988,7.232,8.64,5.58,2020,7,17,4,26.0,37.4,24.0,0
929,2020-07-18,10.198,6.954,7.986,5.786,2020,7,18,5,26.1,41.2,29.4,0
930,2020-07-19,6.658,4.566,4.626,3.854,2020,7,19,6,24.0,21.2,14.8,29.1
931,2020-07-20,7.488,5.63,6.012,5.174,2020,7,20,0,23.8,18.6,11.0,3.6
932,2020-07-21,9.018,7.398,8.376,6.346,2020,7,21,1,25.0,28.6,20.4,0
933,2020-07-22,5.166,4.4,3.874,3.568,2020,7,22,2,23.7,25.2,17.2,11.5
934,2020-07-23,0.974,0.76,0.748,0.696,2020,7,23,3,21.1,18.2,11.2,103.1
935,2020-07-24,6.256,5.076,5.332,4.168,2020,7,24,4,22.5,4.8,1.8,2.9
936,2020-07-25,9.786,7.134,8.114,5.922,2020,7,25,5,24.3,5.0,2.0,0
937,2020-07-26,9.552,6.432,7.948,5.25,2020,7,26,6,25.4,8.2,4.4,0
938,2020-07-27,5.268,3.908,4.66,3.006,2020,7,27,0,24.3,10.4,5.2,2.2
939,2020-07-28,5.74,4.408,5.142,3.736,2020,7,28,1,24.4,12.2,5.2,0.4
940,2020-07-29,2.714,2.544,2.304,1.866,2020,7,29,2,23.7,10.6,5.4,50.1
941,2020-07-30,8.03,6.736,7.376,5.396,2020,7,30,3,25.3,19.4,13.2,0.1
942,2020-07-31,8.478,7.02,7.68,5.402,2020,7,31,4,26.2,25.6,17.2,1.5
943,2020-08-01,3.398,2.652,2.738,2.006,2020,8,1,5,25.3,16.4,9.2,39.1
944,2020-08-02,1.234,0.912,0.992,0.752,2020,8,2,6,24.9,12.0,6.2,31.4
945,2020-08-03,1.754,1.314,1.314,0.962,2020,8,3,0,25.0,17.0,10.2,102.6
946,2020-08-04,4.172,3.838,3.544,2.634,2020,8,4,1,27.0,37.2,24.8,3.9
947,2020-08-05,2.71,2.196,1.8,1.686,2020,8,5,2,26.5,35.6,23.2,18.5
948,2020-08-06,4.218,3.924,2.924,2.866,2020,8,6,3,24.1,16.4,8.6,75.7
949,2020-08-07,5.822,6.078,4.828,4.522,2020,8,7,4,24.3,28.6,18.8,0
950,2020-08-08,3.216,3.398,2.528,2.596,2020,8,8,5,24.2,14.0,7.4,19.1
951,2020-08-09,1.614,1.034,0.836,0.768,2020,8,9,6,24.9,9.8,4.4,50.3
952,2020-08-10,2.26,1.59,1.548,1.126,2020,8,10,0,26.5,13.0,5.6,44.6
953,2020-08-11,4.214,3.95,3.162,3.062,2020,8,11,1,24.6,9.6,6.0,97
954,2020-08-12,5.488,6.108,5.17,4.806,2020,8,12,2,27.2,23.2,13.6,0
955,2020-08-13,5.732,5.998,5.276,4.922,2020,8,13,3,28.0,27.6,13.8,0
956,2020-08-14,5.806,5.378,4.962,4.504,2020,8,14,4,27.1,33.8,20.2,0.4
957,2020-08-15,2.744,2.058,1.868,1.72,2020,8,15,5,26.1,38.8,28.0,69
958,2020-08-16,5.896,4.596,5.024,3.916,2020,8,16,6,27.4,23.4,15.2,0
959,2020-08-17,6.52,5.44,6.132,4.37,2020,8,17,0,28.2,26.4,18.4,0
960,2020-08-18,6.514,6.196,6.404,4.866,2020,8,18,1,27.5,36.2,25.4,0
961,2020-08-19,7.408,6.54,6.554,5.016,2020,8,19,2,27.1,44.4,31.8,0
962,2020-08-20,7.354,6.386,6.98,5.13,2020,8,20,3,27.7,38.8,28.4,0
963,2020-08-21,6.598,5.828,6.416,4.438,2020,8,21,4,26.6,29.0,20.2,2.5
964,2020-08-22,3.556,2.628,2.654,2.254,2020,8,22,5,24.3,16.2,8.6,42.6
965,2020-08-23,7.844,5.482,7.068,4.45,2020,8,23,6,25.3,13.2,7.8,0
966,2020-08-24,8.426,6.734,7.754,5.256,2020,8,24,0,27.8,25.4,17.4,0
967,2020-08-25,7.95,6.694,6.952,5.13,2020,8,25,1,29.9,33.2,24.4,0
968,2020-08-26,3.776,3.04,3.276,2.222,2020,8,26,2,30.2,25.2,17.8,0.6
969,2020-08-27,2.77,2.374,2.602,1.932,2020,8,27,3,27.1,20.4,12.4,8.7
970,2020-08-28,5.614,4.892,4.928,3.902,2020,8,28,4,27.3,23.8,17.0,13.6
971,2020-08-29,2.886,2.668,2.582,2.194,2020,8,29,5,26.8,16.4,10.4,13.6
972,2020-08-30,4.618,3.254,4.39,2.276,2020,8,30,6,26.8,15.0,10.8,42.5
973,2020-08-31,7.954,6.51,7.398,4.8,2020,8,31,0,26.4,9.4,3.6,0
974,2020-09-01,7.52,6.526,8.036,5.138,2020,9,1,1,26.6,16.8,7.8,0
975,2020-09-02,1.32,1.07,1.294,0.684,2020,9,2,2,24.3,12.8,7.0,33.3
976,2020-09-03,7.486,5.364,6.276,3.984,2020,9,3,3,22.7,11.4,5.4,29.8
977,2020-09-04,11.718,7.498,10.768,6.056,2020,9,4,4,23.3,23.4,12.6,0
978,2020-09-05,11.626,7.086,10.566,5.96,2020,9,5,5,23.3,29.0,19.4,0
979,2020-09-06,5.066,3.646,5.22,2.812,2020,9,6,6,21.7,21.2,14.8,6.4
980,2020-09-07,0.352,0.268,0.306,0.162,2020,9,7,0,19.2,5.4,2.8,61
981,2020-09-08,9.45,7.024,9.858,5.642,2020,9,8,1,23.4,24.0,13.0,0
982,2020-09-09,6.696,5.316,6.67,3.976,2020,9,9,2,21.1,26.6,19.4,1.3
983,2020-09-10,9.912,7.396,9.622,6.034,2020,9,10,3,22.8,26.4,18.2,3.9
984,2020-09-11,5.716,4.896,5.692,3.538,2020,9,11,4,22.4,24.8,16.4,1.2
985,2020-09-12,3.194,3.146,3.592,2.284,2020,9,12,5,20.2,9.6,6.2,5.7
986,2020-09-13,11.15,7.338,12.5,5.908,2020,9,13,6,21.5,7.2,3.4,0
987,2020-09-14,9.512,7.496,9.474,5.694,2020,9,14,0,21.3,22.2,13.8,0
988,2020-09-15,10.2,8.17,9.432,6.386,2020,9,15,1,23.0,33.4,23.2,0
989,2020-09-16,8.346,6.442,6.77,4.914,2020,9,16,2,22.5,24.6,17.8,0.3
990,2020-09-17,10.168,8.116,9.13,6.802,2020,9,17,3,21.3,20.2,9.2,0
991,2020-09-18,11.222,8.948,10.286,7.172,2020,9,18,4,21.5,19.8,8.0,0
992,2020-09-19,11.734,8.092,11.038,7.37,2020,9,19,5,21.2,18.6,9.2,0.3
993,2020-09-20,11.774,7.248,11.18,6.954,2020,9,20,6,19.7,17.2,10.0,0
994,2020-09-21,10.856,8.168,9.71,6.77,2020,9,21,0,19.1,21.2,11.8,0
995,2020-09-22,11.164,8.038,9.64,7.054,2020,9,22,1,20.2,12.6,6.8,0
996,2020-09-23,10.342,7.826,9.274,6.832,2020,9,23,2,19.2,7.6,3.2,0
997,2020-09-24,9.902,8.356,9.232,6.844,2020,9,24,3,20.6,8.2,3.2,0
998,2020-09-25,10.43,8.152,9.52,7.156,2020,9,25,4,20.1,11.4,5.6,0
999,2020-09-26,11.186,8.118,10.144,6.544,2020,9,26,5,19.3,13.2,6.2,0
1000,2020-09-27,10.952,7.354,10.526,6.08,2020,9,27,6,20.4,12.2,6.4,0
1001,2020-09-28,10.354,7.622,9.12,6.07,2020,9,28,0,20.7,20.8,11.8,0
1002,2020-09-29,10.572,7.876,9.116,6.802,2020,9,29,1,19.6,28.2,16.8,0
1003,2020-09-30,5.804,4.854,5.408,5.048,2020,9,30,2,19.6,25.4,16.6,38.3
1004,2020-10-01,7.512,5.274,7.658,4.614,2020,10,1,3,18.8,15.4,10.4,0
1005,2020-10-02,7.094,4.816,6.902,4.28,2020,10,2,4,19.2,22.2,15.4,0
1006,2020-10-03,9.372,5.756,9.908,5.38,2020,10,3,5,19.9,34.4,20.4,0
1007,2020-10-04,8.1,5.796,8.144,4.82,2020,10,4,6,16.6,27.8,15.6,0
1008,2020-10-05,8.53,6.12,7.862,5.054,2020,10,5,0,13.3,21.6,8.6,0
1009,2020-10-06,8.764,7.168,8.308,5.978,2020,10,6,1,14.2,21.0,10.2,0
1010,2020-10-07,8.748,7.424,8.24,5.952,2020,10,7,2,16.0,20.0,10.0,0
1011,2020-10-08,9.662,7.674,8.75,6.14,2020,10,8,3,17.2,13.0,6.6,0
1012,2020-10-09,10.304,6.892,9.126,6.046,2020,10,9,4,17.2,14.6,7.2,0
1013,2020-10-10,10.206,6.862,9.458,5.76,2020,10,10,5,16.9,16.0,9.6,0
1014,2020-10-11,8.916,6.184,8.756,5.308,2020,10,11,6,16.9,19.6,11.8,0
1015,2020-10-12,8.35,7.09,7.748,5.728,2020,10,12,0,16.2,30.4,17.6,0
1016,2020-10-13,8.53,7.3,7.734,5.69,2020,10,13,1,13.6,26.2,11.6,0
1017,2020-10-14,8.122,6.898,7.38,5.566,2020,10,14,2,12.8,30.6,13.2,0
1018,2020-10-15,7.668,6.984,7.598,5.47,2020,10,15,3,11.7,32.2,12.0,0
1019,2020-10-16,7.566,6.876,7.278,5.34,2020,10,16,4,11.8,35.2,18.2,0
1020,2020-10-17,8.85,6.782,7.832,5.652,2020,10,17,5,13.1,28.8,17.8,0
1021,2020-10-18,8.584,6.212,7.588,5.15,2020,10,18,6,13.6,26.2,15.4,0
1022,2020-10-19,8.19,6.88,7.67,5.584,2020,10,19,0,15.1,51.2,30.4,0
1023,2020-10-20,8.634,7.394,8.202,5.86,2020,10,20,1,15.2,52.2,31.6,0
1024,2020-10-21,8.078,7.25,7.51,5.9,2020,10,21,2,14.1,38.6,24.2,0
1025,2020-10-22,7.732,6.854,7.274,5.55,2020,10,22,3,13.5,61.0,28.6,0
1026,2020-10-23,6.972,6.038,6.778,5.16,2020,10,23,4,8.6,23.6,9.0,0
1027,2020-10-24,7.212,5.692,6.284,4.858,2020,10,24,5,8.7,23.8,10.4,0
1028,2020-10-25,7.296,5.494,6.98,4.974,2020,10,25,6,11.8,27.0,15.2,0
1029,2020-10-26,7.728,6.832,7.698,5.614,2020,10,26,0,12.9,47.6,28.0,0
1030,2020-10-27,8.444,7.14,7.698,5.488,2020,10,27,1,14.0,74.0,49.0,0
1031,2020-10-28,8.122,7.192,7.506,5.572,2020,10,28,2,13.8,50.2,29.4,0
1032,2020-10-29,8.086,6.994,7.53,5.38,2020,10,29,3,10.8,34.8,14.4,0
1033,2020-10-30,8.504,6.662,8.402,5.678,2020,10,30,4,11.9,38.8,18.6,0
1034,2020-10-31,8.696,6.306,7.696,5.462,2020,10,31,5,13.6,26.6,14.2,0
1035,2020-11-01,3.39,2.508,2.494,2.192,2020,11,1,6,13.7,40.8,25.6,13.6
1036,2020-11-02,7.66,6.742,7.17,5.264,2020,11,2,0,10.8,40.8,17.4,1.7
1037,2020-11-03,6.096,5.19,5.594,4.08,2020,11,3,1,5.1,20.2,7.6,0.5
1038,2020-11-04,6.844,5.586,6.11,4.434,2020,11,4,2,4.9,27.0,10.2,0
1039,2020-11-05,7.992,6.262,7.076,4.896,2020,11,5,3,9.6,35.2,17.6,0
1040,2020-11-06,8.818,6.834,7.42,5.452,2020,11,6,4,13.5,42.0,25.8,0
1041,2020-11-07,8.142,5.924,6.972,5.036,2020,11,7,5,14.6,79.0,39.0,0.1
1042,2020-11-08,6.034,4.77,5.312,3.772,2020,11,8,6,8.5,53.2,15.2,0
1043,2020-11-09,6.662,6.012,6.02,4.422,2020,11,9,0,5.5,25.0,9.4,0
1044,2020-11-10,7.374,6.368,6.558,4.834,2020,11,10,1,7.7,26.6,12.2,0
1045,2020-11-11,8.098,6.684,7.024,5.0,2020,11,11,2,9.3,38.4,20.6,0
1046,2020-11-12,8.06,6.712,6.982,5.162,2020,11,12,3,10.4,58.0,38.6,0
1047,2020-11-13,8.496,6.824,7.602,5.37,2020,11,13,4,12.2,75.2,51.8,0
1048,2020-11-14,8.078,5.938,6.794,4.86,2020,11,14,5,12.5,63.8,43.6,0
1049,2020-11-15,6.926,5.368,5.872,4.29,2020,11,15,6,11.1,68.0,49.6,0
1050,2020-11-16,8.228,6.73,7.342,5.232,2020,11,16,0,12.4,64.6,44.6,0
1051,2020-11-17,7.732,6.308,6.468,4.696,2020,11,17,1,15.9,59.6,41.4,0.1
1052,2020-11-18,4.078,3.208,3.384,2.416,2020,11,18,2,16.6,40.0,28.4,12.2
1053,2020-11-19,3.324,2.764,2.816,2.024,2020,11,19,3,13.6,17.8,12.0,86.9
1054,2020-11-20,5.836,4.714,4.83,3.56,2020,11,20,4,2.8,20.2,14.75,0
1055,2020-11-21,5.568,4.67,4.726,3.86,2020,11,21,5,6.5,23.8,17.4,0.2
1056,2020-11-22,3.502,2.828,2.558,2.076,2020,11,22,6,5.6,23.8,18.0,4.8
1057,2020-11-23,5.516,4.456,4.598,3.348,2020,11,23,0,1.7,23.8,16.2,0
1058,2020-11-24,5.67,4.782,4.966,3.446,2020,11,24,1,2.9,27.2,18.0,0
1059,2020-11-25,6.224,4.8,5.344,3.566,2020,11,25,2,4.6,39.6,26.4,0
1060,2020-11-26,5.998,5.038,5.414,3.692,2020,11,26,3,5.6,53.0,37.4,0
1061,2020-11-27,5.314,4.748,4.752,3.444,2020,11,27,4,4.1,39.6,27.4,0
1062,2020-11-28,3.768,3.05,2.874,2.326,2020,11,28,5,-0.1,20.6,13.2,0
1063,2020-11-29,3.186,2.638,2.528,2.122,2020,11,29,6,-0.6,23.2,15.4,0
1064,2020-11-30,4.862,3.852,3.98,2.704,2020,11,30,0,-0.2,25.0,16.2,0
1065,2020-12-01,5.088,4.186,4.396,2.952,2020,12,1,1,1.1,30.6,19.6,0
1066,2020-12-02,5.1,4.386,4.632,3.064,2020,12,2,2,2.4,32.4,20.2,0
1067,2020-12-03,4.582,3.992,4.114,2.846,2020,12,3,3,0.7,24.4,15.6,0
1068,2020-12-04,4.884,3.984,4.278,2.676,2020,12,4,4,-0.6,30.6,19.6,0
1069,2020-12-05,4.274,3.408,3.308,2.406,2020,12,5,5,2.1,35.0,24.2,0
1070,2020-12-06,3.926,3.006,3.242,2.496,2020,12,6,6,4.5,44.0,33.8,0
1071,2020-12-07,4.564,3.682,4.15,2.716,2020,12,7,0,3.4,49.6,37.0,0
1072,2020-12-08,4.744,3.712,3.998,2.598,2020,12,8,1,-0.5,22.8,14.8,0
1073,2020-12-09,4.86,3.916,4.194,2.708,2020,12,9,2,1.5,38.2,24.6,0
1074,2020-12-10,5.186,4.18,4.548,2.916,2020,12,10,3,5.8,61.2,45.2,0
1075,2020-12-11,5.268,4.244,4.646,2.978,2020,12,11,4,5.3,98.8,74.2,0
1076,2020-12-12,4.148,3.244,3.606,2.612,2020,12,12,5,2.3,53.2,35.6,0
1077,2020-12-13,1.334,1.124,1.048,0.916,2020,12,13,6,-1.1,35.2,25.6,2.9
1078,2020-12-14,2.696,2.08,2.262,1.5,2020,12,14,0,-7.7,20.0,11.4,0
1079,2020-12-15,2.678,2.146,2.348,1.568,2020,12,15,1,-8.3,16.4,9.8,0
1080,2020-12-16,2.808,2.136,2.24,1.532,2020,12,16,2,-8.3,20.6,12.2,0
1081,2020-12-17,3.176,2.462,2.738,1.782,2020,12,17,3,-4.9,29.2,18.4,0
1082,2020-12-18,3.11,2.522,2.682,1.708,2020,12,18,4,-2.1,32.8,23.0,0.2
1083,2020-12-19,2.65,1.884,1.912,1.522,2020,12,19,5,-5.1,23.0,12.4,0
1084,2020-12-20,2.344,1.834,1.824,1.454,2020,12,20,6,-3.7,24.6,16.4,0
1085,2020-12-21,3.602,2.946,3.222,1.892,2020,12,21,0,-1.0,37.2,28.0,0
1086,2020-12-22,4.182,3.306,3.708,2.302,2020,12,22,1,2.0,49.6,38.4,0
1087,2020-12-23,4.12,3.382,3.722,2.306,2020,12,23,2,4.5,65.8,52.0,0
1088,2020-12-24,3.878,3.164,3.704,2.24,2020,12,24,3,2.6,59.4,38.4,0
1089,2020-12-25,2.664,2.164,2.49,1.68,2020,12,25,4,-0.8,25.8,15.0,0
1090,2020-12-26,3.322,2.77,3.228,2.198,2020,12,26,5,2.2,52.6,32.2,0
1091,2020-12-27,3.528,2.604,3.258,2.038,2020,12,27,6,5.8,63.0,42.8,0
1092,2020-12-28,4.542,3.588,4.506,2.48,2020,12,28,0,6.7,63.0,45.0,1.3
1093,2020-12-29,3.694,3.054,3.222,2.118,2020,12,29,1,0.1,60.4,43.2,0.2
1094,2020-12-30,2.366,1.812,2.012,1.174,2020,12,30,2,-10.9,31.6,14.2,0
1095,2020-12-31,2.366,2.018,1.988,1.358,2020,12,31,3,-8.9,23.8,12.2,0
1096,2021-01-01,2.07,1.65,1.676,1.222,2021,1,1,4,-4.2,25.2,16.6,0
1097,2021-01-02,2.062,1.906,1.822,1.44,2021,1,2,5,-5.0,30.0,12.0,0
1098,2021-01-03,1.918,1.854,1.81,1.278,2021,1,3,6,-5.6,34.6,14.8,0
1099,2021-01-04,3.238,2.716,2.934,1.71,2021,1,4,0,-3.5,36.6,23.4,0
1100,2021-01-05,2.864,2.372,2.526,1.53,2021,1,5,1,-5.5,25.4,16.4,0
1101,2021-01-06,2.26,1.832,2.018,1.156,2021,1,6,2,-7.4,23.2,14.2,2.3
1102,2021-01-07,0.522,0.5,0.54,0.286,2021,1,7,3,-14.5,31.0,12.6,0
1103,2021-01-08,0.76,0.822,0.704,0.48,2021,1,8,4,-14.9,18.2,10.8,0
1104,2021-01-09,0.904,0.944,0.778,0.568,2021,1,9,5,-12.2,24.0,15.8,0
1105,2021-01-10,1.004,1.0,0.924,0.662,2021,1,10,6,-7.7,30.8,22.4,0
1106,2021-01-11,1.816,1.756,1.844,1.184,2021,1,11,0,-6.7,39.8,30.2,0
1107,2021-01-12,1.202,1.134,1.156,0.64,2021,1,12,1,-3.9,58.4,47.8,2.6
1108,2021-01-13,1.852,1.666,1.92,0.996,2021,1,13,2,2.0,94.6,46.6,0
1109,2021-01-14,3.056,2.66,3.17,1.864,2021,1,14,3,1.7,75.0,30.4,0
1110,2021-01-15,3.136,2.618,2.83,1.736,2021,1,15,4,4.5,73.8,36.2,0.2
1111,2021-01-16,2.114,1.988,1.82,1.402,2021,1,16,5,-4.9,50.6,36.6,0
1112,2021-01-17,1.644,1.702,1.408,1.142,2021,1,17,6,-5.5,19.6,14.0,0
1113,2021-01-18,1.71,1.672,1.742,0.956,2021,1,18,0,-3.8,32.0,18.4,0.3
1114,2021-01-19,2.508,2.366,2.478,1.484,2021,1,19,1,-6.3,29.6,15.6,0
1115,2021-01-20,3.408,3.062,3.276,2.004,2021,1,20,2,-0.1,38.0,23.0,0
1116,2021-01-21,1.8,1.378,1.376,0.938,2021,1,21,3,4.5,45.0,29.2,9.2
1117,2021-01-22,3.36,2.908,2.98,1.98,2021,1,22,4,5.5,33.8,26.6,0.1
1118,2021-01-23,3.894,3.226,3.716,2.322,2021,1,23,5,7.6,9.4,7.4,0
1119,2021-01-24,4.842,3.694,4.734,2.718,2021,1,24,6,7.3,11.8,9.4,0
1120,2021-01-25,5.244,4.354,5.064,2.972,2021,1,25,0,7.9,20.2,15.0,0
1121,2021-01-26,2.346,2.182,2.266,1.584,2021,1,26,1,5.3,32.0,24.0,1.7
1122,2021-01-27,4.22,3.588,4.19,2.608,2021,1,27,2,1.7,38.2,21.4,0
1123,2021-01-28,2.214,1.944,2.002,1.336,2021,1,28,3,-2.6,31.4,17.4,2
1124,2021-01-29,2.332,2.174,1.982,1.426,2021,1,29,4,-8.8,22.2,10.2,0
1125,2021-01-30,2.548,2.146,2.244,1.61,2021,1,30,5,-1.6,43.0,21.8,0.5
1126,2021-01-31,3.848,3.012,3.69,2.308,2021,1,31,6,3.2,49.0,27.4,0
1127,2021-02-01,3.898,3.476,3.648,2.306,2021,2,1,0,5.0,65.0,38.8,0.7
1128,2021-02-02,3.124,2.796,2.606,1.708,2021,2,2,1,-5.6,30.8,18.2,0
1129,2021-02-03,3.026,2.71,2.672,1.688,2021,2,3,2,-3.2,30.4,19.2,3.4
1130,2021-02-04,2.06,1.82,1.976,1.082,2021,2,4,3,-3.6,23.8,15.0,0.1
1131,2021-02-05,3.858,3.26,3.298,2.224,2021,2,5,4,1.4,26.0,16.2,0
1132,2021-02-06,4.306,3.24,3.734,2.51,2021,2,6,5,6.8,60.4,40.8,0
1133,2021-02-07,3.552,2.714,3.298,2.25,2021,2,7,6,3.6,80.6,55.8,0
1134,2021-02-08,3.216,2.852,2.992,1.994,2021,2,8,0,-3.1,26.8,17.4,0
1135,2021-02-09,3.922,3.438,3.558,2.214,2021,2,9,1,-0.9,23.6,15.0,0
